profile,profile_key,latitude,longitude,reference_short
ngt37C95.2_B26,616,77.2533,-49.216702,"Miller and Schwager (2000a,b)"
ngt42C95.2_B29,617,76.0039,-43.492001,"Miller and Schwager (2000a,b)"
NA,618,77.9814,-37.704201,"Bolzan and Strobel (1999a,b,c,d,e,f,g,h,i,j,k,l,m,n,o)"
NA,619,72.2119,-35.6675,"Bolzan and Strobel (2001a,b)"
NA,620,72.2939,-37.921398,"Bolzan and Strobel (2001a,b)"
NA,621,71.6022,-38.141399,"Bolzan and Strobel (1999a,b,c,d,e,f,g,h,i,j,k,l,m,n,o)"
NA,622,71.9206,-35.959202,"Bolzan and Strobel (1999a,b,c,d,e,f,g,h,i,j,k,l,m,n,o)"
NA,623,72.6408,-35.944401,"Bolzan and Strobel (1999a,b,c,d,e,f,g,h,i,j,k,l,m,n,o)"
NA,624,72.3486,-40.213902,"Bolzan and Strobel (1999a,b,c,d,e,f,g,h,i,j,k,l,m,n,o)"
NA,625,72.8864,-39.1567,"Bolzan and Strobel (1999a,b,c,d,e,f,g,h,i,j,k,l,m,n,o)"
NA,626,71.9267,-39.8353,"Bolzan and Strobel (1999a,b,c,d,e,f,g,h,i,j,k,l,m,n,o)"
NA,630,72.588,-38.457001,Alley et al. (1999)
NA,631,72.59622,-38.42197,Dibb et al. (2017)
NA,632,72.59622,-38.42197,Dibb et al. (2017)
NA,633,72.59622,-38.42197,Dibb et al. (2017)
NA,634,72.59622,-38.42197,Dibb et al. (2017)
NA,635,72.59622,-38.42197,Dibb et al. (2017)
NA,636,72.59622,-38.42197,Dibb et al. (2017)
NA,637,72.59622,-38.42197,Dibb et al. (2017)
NA,638,72.59622,-38.42197,Dibb et al. (2017)
NA,639,72.59622,-38.42197,Dibb et al. (2017)
NA,640,72.59622,-38.42197,Dibb et al. (2017)
NA,641,72.59622,-38.42197,Hastings et al. (2017)
NA,642,72.59622,-38.42197,Hastings et al. (2017)
NA,643,67.00025,-47.022633,Machguth et al. (2016)
NA,644,66.99837,-47.022133,Machguth et al. (2016)
NA,645,66.97795,-46.628502,Machguth et al. (2016)
NA,646,66.982185,-46.11945,Machguth et al. (2016)
NA,647,66.477585,-46.284718,Machguth et al. (2016)
NA,648,66.4726,-46.282982,Machguth et al. (2016)
NA,649,66.98458,-45.75465,Machguth et al. (2016)
NA,650,66.983215,-45.044899,Machguth et al. (2016)
NA,651,66.98528,-44.3936,Machguth et al. (2016)
NA,652,67.00025,-47.021301,Machguth et al. (2016)
NA,653,67.00025,-47.021381,Machguth et al. (2016)
NA,654,66.99825,-47.020832,Machguth et al. (2016)
NA,655,67.00042,-47.024715,Machguth et al. (2016)
NA,656,65.99934,-44.502029,Machguth et al. (2016)
NA,657,66.63205,-46.89497,Machguth et al. (2016)
NA,662,67.00038,-47.02615,MacFerrin et al. (2019)
NA,663,67.00025,-47.022633,MacFerrin et al. (2019)
NA,664,66.63205,-46.89497,MacFerrin et al. (2019)
NA,665,66.99411,-44.385387,MacFerrin et al. (2022)
NA,666,66.47786,-42.496387,MacFerrin et al. (2022)
NA,667,66.47784,-42.496571,MacFerrin et al. (2022)
NA,668,66.47769,-42.496189,MacFerrin et al. (2022)
NA,669,66.47769,-42.496445,MacFerrin et al. (2022)
NA,670,65.99934,-44.502335,MacFerrin et al. (2022)
NA,671,65.9994,-44.50214,MacFerrin et al. (2022)
NA,672,65.99927,-44.502369,MacFerrin et al. (2022)
NA,673,66.47771,-46.28606,MacFerrin et al. (2022)
NA,674,69.8765,-47.028919,MacFerrin et al. (2022)
NA,675,69.87663,-47.028801,MacFerrin et al. (2022)
NA,676,69.87651,-47.028759,MacFerrin et al. (2022)
NA,677,75.62514,-35.979389,MacFerrin et al. (2022)
NA,678,75.62524,-35.979198,MacFerrin et al. (2022)
NA,679,75.62511,-35.979061,MacFerrin et al. (2022)
NA,680,75.62518,-35.978729,MacFerrin et al. (2022)
NA,681,72.57742,-38.469551,MacFerrin et al. (2022)
NA,682,72.57737,-38.469559,MacFerrin et al. (2022)
NA,683,72.57739,-38.469231,MacFerrin et al. (2022)
NA,684,72.57744,-38.469219,MacFerrin et al. (2022)
NA,685,67.00038,-47.02615,MacFerrin et al. (2022)
NA,686,66.985435,-44.39465,MacFerrin et al. (2022)
NA,687,66.47768,-42.496349,MacFerrin et al. (2022)
NA,688,65.9994,-44.50248,MacFerrin et al. (2022)
NA,689,72.57758,-38.46907,MacFerrin et al. (2022)
NA,690,75.62556,-35.978031,MacFerrin et al. (2022)
NA,691,69.87615,-47.03112,MacFerrin et al. (2022)
NA,692,66.4726,-46.282982,MacFerrin et al. (2022)
NA,693,66.98528,-44.3936,MacFerrin et al. (2022)
NA,694,66.47768,-42.496349,MacFerrin et al. (2022)
NA,695,65.9994,-44.50248,MacFerrin et al. (2022)
NA,696,66.4726,-46.282982,MacFerrin et al. (2022)
NA,697,66.4726,-46.282982,MacFerrin et al. (2022)
NA,698,69.87615,-47.03112,MacFerrin et al. (2022)
NA,699,75.62556,-35.978031,MacFerrin et al. (2022)
NA,700,72.57758,-38.46907,MacFerrin et al. (2022)
NA,701,69.64372,-48.815941,Harper et al. (2012)
NA,702,69.66019,-48.689449,Harper et al. (2012)
NA,703,69.673935,-48.591118,Harper et al. (2012)
NA,704,69.68743,-48.499668,Harper et al. (2012)
NA,705,69.72505,-48.190201,Harper et al. (2012)
NA,706,69.70617,-48.344967,Harper et al. (2012)
NA,707,69.71978,-48.267399,Harper et al. (2012)
NA,708,69.73908,-48.240299,Harper et al. (2012)
NA,709,69.738014,-48.060966,Harper et al. (2012)
NA,710,69.738014,-48.060966,Harper et al. (2012)
NA,711,69.756935,-47.880283,Harper et al. (2012)
NA,712,69.7836,-47.670181,Harper et al. (2012)
NA,713,69.80094,-47.56789,Harper et al. (2012)
NA,714,69.80586,-47.542416,Harper et al. (2012)
NA,715,69.79322,-47.607807,Harper et al. (2012)
NA,716,69.819984,-47.4505,Harper et al. (2012)
NA,717,69.848015,-47.273582,Harper et al. (2012)
NA,718,69.8765,-47.010201,Harper et al. (2012)
NA,719,69.8765,-47.010201,Harper et al. (2012)
NA,720,69.8765,-47.010201,Harper et al. (2012)
NA,721,69.8765,-47.010201,Harper et al. (2012)
NA,722,69.8765,-47.010201,Harper et al. (2012)
NA,839,67.0494,-49.021599,Cooper et al. (2018)
NA,840,67.0489,-49.023102,Cooper et al. (2018)
NA,841,67.0485,-49.024601,Cooper et al. (2018)
NA,842,67.0481,-49.026199,Cooper et al. (2018)
NA,843,67.0477,-49.027699,Cooper et al. (2018)
NA,844,67.0473,-49.029301,Cooper et al. (2018)
NA,845,67.0469,-49.030899,Cooper et al. (2018)
NA,846,67.0465,-49.032501,Cooper et al. (2018)
NA,847,67.046,-49.033901,Cooper et al. (2018)
NA,848,67.0454,-49.035301,Cooper et al. (2018)
NA,879,75.63,-35.98,Schaller et al. (2017)
NA,880,75.63,-35.98,Schaller et al. (2017)
NA,881,75.63,-35.98,Schaller et al. (2017)
NA,882,75.63,-35.98,Schaller et al. (2017)
NA,883,75.63,-35.98,Schaller et al. (2017)
NA,884,75.63,-35.98,Schaller et al. (2017)
NA,885,75.63,-35.98,Schaller et al. (2017)
NA,886,75.63,-35.98,Schaller et al. (2017)
NA,887,75.63,-35.98,Schaller et al. (2017)
NA,888,75.63,-35.98,Schaller et al. (2017)
NA,889,75.63,-35.98,Schaller et al. (2017)
NA,890,75.63,-35.98,Schaller et al. (2017)
NA,891,75.63,-35.98,Schaller et al. (2017)
NA,892,75.63,-35.98,Schaller et al. (2017)
NA,893,75.63,-35.98,Schaller et al. (2017)
NA,894,75.63,-35.98,Schaller et al. (2017)
NA,895,75.63,-35.98,Schaller et al. (2017)
NA,896,75.63,-35.98,Schaller et al. (2017)
NA,897,75.63,-35.98,Schaller et al. (2017)
NA,898,75.63,-35.98,Schaller et al. (2017)
NA,899,75.63,-35.98,Schaller et al. (2017)
NA,900,75.63,-35.98,Schaller et al. (2017)
NA,901,75.63,-35.98,Schaller et al. (2017)
NA,902,75.63,-35.98,Schaller et al. (2017)
NA,903,75.63,-35.98,Schaller et al. (2017)
NA,904,75.63,-35.98,Schaller et al. (2017)
NA,905,75.63,-35.98,Schaller et al. (2017)
NA,906,75.63,-35.98,Schaller et al. (2017)
NA,907,75.63,-35.98,Schaller et al. (2017)
NA,908,75.63,-35.98,Schaller et al. (2017)
NA,909,75.63,-35.98,Schaller et al. (2017)
NA,910,75.63,-35.98,Schaller et al. (2017)
NA,911,75.63,-35.98,Schaller et al. (2017)
NA,912,75.63,-35.98,Schaller et al. (2017)
NA,913,75.63,-35.98,Schaller et al. (2017)
NA,914,75.63,-35.98,Schaller et al. (2017)
NA,915,75.63,-35.98,Schaller et al. (2017)
NA,916,75.63,-35.98,Schaller et al. (2017)
NA,917,75.63,-35.98,Schaller et al. (2017)
NA,918,75.63,-35.98,Schaller et al. (2017)
NA,919,75.63,-35.98,Schaller et al. (2017)
NA,920,75.63,-35.98,Schaller et al. (2017)
NA,921,75.63,-35.98,Schaller et al. (2017)
NA,922,75.63,-35.98,Schaller et al. (2017)
Camp_VI_1959,925,69.7,-48.266666,Renaud et al. (1959)
T31_1959,926,70.909,-40.639999,Renaud et al. (1959)
T43_1959,927,71.11667,-37.316666,Renaud et al. (1959)
T53_1959,928,71.35,-33.483334,Renaud et al. (1959)
T61_1959,929,72.23333,-32.333332,Renaud et al. (1959)
NA,951,72.60963,-38.549801,Tedesco et al. (2019)
NA,952,72.60963,-38.549801,Tedesco et al. (2019)
NA,953,72.60963,-38.549801,Tedesco et al. (2019)
NA,955,66.3622,-39.311901,Miller et al. (2018)
NA,956,66.3548,-39.178799,Miller et al. (2018)
NA,957,66.36036,-39.287399,Miller et al. (2018)
NA,958,66.35798,-39.239101,Miller et al. (2018)
NA,959,66.35294,-39.1348,Miller et al. (2018)
NA,1714,72.57718,-38.45121,Dibb et al. (2007b)
NA,1715,72.57718,-38.45121,Dibb et al. (2007b)
NA,1716,72.57718,-38.45121,Dibb et al. (2007b)
NA,1717,72.57718,-38.45121,Dibb et al. (2007b)
NA,1718,72.57718,-38.45121,Dibb et al. (2007b)
NA,1719,72.57718,-38.45121,Dibb et al. (2007b)
NA,1720,72.57718,-38.45121,Dibb et al. (2007b)
NA,1721,72.57718,-38.45121,Dibb et al. (2007b)
NA,1722,72.57718,-38.45121,Dibb et al. (2007b)
NA,1723,72.57718,-38.45121,Dibb et al. (2007b)
NA,1724,72.57718,-38.45121,Dibb et al. (2007b)
NA,1725,72.57718,-38.45121,Dibb et al. (2007b)
NA,1726,72.57718,-38.45121,Dibb et al. (2007b)
NA,1727,72.57718,-38.45121,Dibb et al. (2007b)
NA,1728,72.57718,-38.45121,Dibb et al. (2007b)
NA,1729,72.57718,-38.45121,Dibb et al. (2007b)
NA,1730,72.57718,-38.45121,Dibb et al. (2007b)
NA,1731,72.57718,-38.45121,Dibb et al. (2007b)
NA,1732,72.57718,-38.45121,Dibb et al. (2007b)
NA,1733,72.57718,-38.45121,Dibb et al. (2007b)
NA,1734,72.57718,-38.45121,Dibb et al. (2007b)
NA,1735,72.57718,-38.45121,Dibb et al. (2007b)
NA,1736,72.57718,-38.45121,Dibb et al. (2007b)
NA,1737,72.57718,-38.45121,Dibb et al. (2007b)
NA,1738,72.57718,-38.45121,Dibb et al. (2007b)
NA,1739,72.57718,-38.45121,Dibb et al. (2007b)
NA,1740,72.57718,-38.45121,Dibb et al. (2007b)
NA,1741,72.57718,-38.45121,Dibb et al. (2007b)
NA,1742,72.549934,-38.309067,Fain et al. (2009)
NA,1743,72.549934,-38.309067,Fain et al. (2009)
NA,1744,72.549934,-38.309067,Fain et al. (2009)
NA,1745,72.5773,-38.43375,Adolph et al. (2014)
NA,1746,72.59438,-38.625019,Adolph et al. (2014)
NA,1747,72.59438,-38.625019,Adolph et al. (2014)
NA,1748,72.57955,-38.505466,Adolph et al. (2014)
NA,1749,72.59438,-38.625019,Adolph et al. (2014)
NA,1750,72.59438,-38.625019,Adolph et al. (2014)
NA,1751,72.59438,-38.625019,Adolph et al. (2014)
NA,1752,72.5773,-38.43375,Adolph et al. (2014)
NA,1753,72.549934,-38.309067,Adolph et al. (2014)
NA,1754,72.57955,-38.505466,Adolph et al. (2014)
NA,1755,72.549934,-38.309067,Adolph et al. (2014)
NA,1756,72.46667,-40.333328,Polashenski et al. (2015)
NA,1757,72.63513,-38.514919,Polashenski et al. (2015)
NA,1758,73.16667,-41.099998,Polashenski et al. (2015)
NA,1759,73.87333,-41.799999,Polashenski et al. (2015)
NA,1760,74.59,-42.549999,Polashenski et al. (2015)
NA,1761,75.63667,-43.950001,Polashenski et al. (2015)
NA,1762,74.933334,-42.966671,Polashenski et al. (2015)
NA,1763,76.31667,-45.099998,Polashenski et al. (2015)
NA,1764,76.965,-46.98333,Polashenski et al. (2015)
NA,1765,77.05833,-49.599998,Polashenski et al. (2015)
NA,1766,77.05667,-51.333328,Polashenski et al. (2015)
NA,1767,77.04167,-54.51667,Polashenski et al. (2015)
NA,1768,77.21667,-61.021671,Polashenski et al. (2015)
NA,1769,77.09333,-57.818329,Polashenski et al. (2015)
NA,1770,77.15,-62.900002,Polashenski et al. (2015)
NA,1771,76.80333,-64.889999,Polashenski et al. (2015)
NA,1772,76.92,-62.0,Polashenski et al. (2015)
NA,1773,78.0,-58.0,Polashenski et al. (2015)
NA,1774,79.41667,-55.0,Polashenski et al. (2015)
NA,1775,80.0,-50.0,Polashenski et al. (2015)
NA,1776,78.5,-50.0,Polashenski et al. (2015)
NA,1777,77.45,-51.060001,Polashenski et al. (2015)
NA,1778,75.5,-50.5,Polashenski et al. (2015)
NA,1779,74.25,-50.5,Polashenski et al. (2015)
NA,1780,75.5,-48.0,Polashenski et al. (2015)
NA,1781,73.32918,-42.657661,Polashenski et al. (2015)
NA,1782,72.57978,-38.45863,Polashenski et al. (2015)
NA,1783,77.041664,-54.516666,Polashenski et al. (2015)
NA,1784,77.041664,-54.516666,Polashenski et al. (2015)
NA,1785,77.041664,-54.516666,Polashenski et al. (2015)
NA,1786,77.041664,-54.516666,Polashenski et al. (2015)
NA,1787,77.041664,-54.516666,Polashenski et al. (2015)
NA,1788,77.041664,-54.516666,Polashenski et al. (2015)
NA,1789,77.041664,-54.516666,Polashenski et al. (2015)
NA,1790,77.041664,-54.516666,Polashenski et al. (2015)
NA,1791,77.041664,-54.516666,Polashenski et al. (2015)
NA,1792,77.041664,-54.516666,Polashenski et al. (2015)
NA,1793,77.041664,-54.516666,Polashenski et al. (2015)
NA,1794,77.041664,-54.516666,Polashenski et al. (2015)
NA,1795,77.041664,-54.516666,Polashenski et al. (2015)
NA,1796,77.041664,-54.516666,Polashenski et al. (2015)
NA,1797,77.041664,-54.516666,Polashenski et al. (2015)
NA,1798,77.041664,-54.516666,Polashenski et al. (2015)
NA,1799,77.041664,-54.516666,Polashenski et al. (2015)
NA,1800,77.041664,-54.516666,Polashenski et al. (2015)
NA,1801,77.041664,-54.516666,Polashenski et al. (2015)
NA,1802,77.041664,-54.516666,Polashenski et al. (2015)
NA,1803,77.041664,-54.516666,Polashenski et al. (2015)
NA,1804,77.041664,-54.516666,Polashenski et al. (2015)
NA,1805,77.041664,-54.516666,Polashenski et al. (2015)
NA,1806,77.041664,-54.516666,Polashenski et al. (2015)
NA,1807,77.041664,-54.516666,Polashenski et al. (2015)
NA,1808,77.041664,-54.516666,Polashenski et al. (2015)
NA,1809,77.041664,-54.516666,Polashenski et al. (2015)
NA,1810,77.041664,-54.516666,Polashenski et al. (2015)
NA,1811,77.041664,-54.516666,Polashenski et al. (2015)
NA,1812,77.041664,-54.516666,Polashenski et al. (2015)
NA,1813,77.041664,-54.516666,Polashenski et al. (2015)
NA,1814,77.041664,-54.516666,Polashenski et al. (2015)
NA,1815,77.041664,-54.516666,Polashenski et al. (2015)
NA,1816,77.041664,-54.516666,Polashenski et al. (2015)
NA,1817,77.041664,-54.516666,Polashenski et al. (2015)
NA,1818,77.041664,-54.516666,Polashenski et al. (2015)
NA,1819,77.041664,-54.516666,Polashenski et al. (2015)
NA,1820,77.041664,-54.516666,Polashenski et al. (2015)
NA,1821,77.041664,-54.516666,Polashenski et al. (2015)
NA,1822,77.041664,-54.516666,Polashenski et al. (2015)
NA,1823,77.041664,-54.516666,Polashenski et al. (2015)
NA,1824,77.041664,-54.516666,Polashenski et al. (2015)
NA,1825,77.041664,-54.516666,Polashenski et al. (2015)
NA,1826,77.041664,-54.516666,Polashenski et al. (2015)
NA,1827,77.041664,-54.516666,Polashenski et al. (2015)
NA,1828,77.041664,-54.516666,Polashenski et al. (2015)
NA,1829,77.041664,-54.516666,Polashenski et al. (2015)
NA,1830,77.041664,-54.516666,Polashenski et al. (2015)
NA,1831,77.041664,-54.516666,Polashenski et al. (2015)
NA,1832,77.041664,-54.516666,Polashenski et al. (2015)
NA,1833,77.041664,-54.516666,Polashenski et al. (2015)
NA,1834,77.041664,-54.516666,Polashenski et al. (2015)
NA,1835,77.041664,-54.516666,Polashenski et al. (2015)
NA,1836,77.041664,-54.516666,Polashenski et al. (2015)
NA,1837,77.041664,-54.516666,Polashenski et al. (2015)
NA,1838,77.041664,-54.516666,Polashenski et al. (2015)
NA,1839,77.041664,-54.516666,Polashenski et al. (2015)
NA,1840,77.041664,-54.516666,Polashenski et al. (2015)
NA,1841,77.041664,-54.516666,Polashenski et al. (2015)
NA,1842,77.041664,-54.516666,Polashenski et al. (2015)
NA,1843,77.041664,-54.516666,Polashenski et al. (2015)
NA,1844,77.041664,-54.516666,Polashenski et al. (2015)
NA,1845,77.041664,-54.516666,Polashenski et al. (2015)
NA,1846,77.041664,-54.516666,Polashenski et al. (2015)
NA,1847,77.041664,-54.516666,Polashenski et al. (2015)
NA,1848,77.041664,-54.516666,Polashenski et al. (2015)
NA,1849,77.041664,-54.516666,Polashenski et al. (2015)
NA,1850,77.041664,-54.516666,Polashenski et al. (2015)
NA,1851,77.041664,-54.516666,Polashenski et al. (2015)
NA,1852,77.041664,-54.516666,Polashenski et al. (2015)
NA,1853,77.041664,-54.516666,Polashenski et al. (2015)
NA,1854,77.041664,-54.516666,Polashenski et al. (2015)
NA,1855,77.041664,-54.516666,Polashenski et al. (2015)
NA,1856,77.041664,-54.516666,Polashenski et al. (2015)
NA,1857,77.041664,-54.516666,Polashenski et al. (2015)
NA,1858,76.37117,-67.911949,Polashenski et al. (2015)
NA,1859,76.4406,-66.861702,Polashenski et al. (2015)
NA,1860,76.48278,-66.00885,Polashenski et al. (2015)
NA,1861,76.61215,-65.39267,Polashenski et al. (2015)
NA,1862,76.80334,-64.889999,Polashenski et al. (2015)
NA,1863,76.963,-63.900002,Polashenski et al. (2015)
NA,1864,77.109695,-63.925446,Polashenski et al. (2015)
NA,1865,77.18689,-63.307667,Polashenski et al. (2015)
NA,1866,77.32436,-62.15361,Polashenski et al. (2015)
NA,1867,77.15,-62.900002,Polashenski et al. (2015)
NA,1868,77.33828,-59.688416,Polashenski et al. (2015)
NA,1869,77.521385,-61.438831,Polashenski et al. (2015)
NA,1870,77.53603,-61.355167,Polashenski et al. (2015)
NA,1871,77.18,-60.389999,Polashenski et al. (2015)
NA,1872,77.74497,-57.499527,Polashenski et al. (2015)
NA,1873,77.659775,-55.3825,Polashenski et al. (2015)
NA,1874,77.53336,-58.82135,Polashenski et al. (2015)
NA,1875,77.502,-53.448002,Polashenski et al. (2015)
NA,1876,77.53751,-56.723667,Polashenski et al. (2015)
NA,1877,77.45,-51.060001,Polashenski et al. (2015)
NA,1878,77.30545,-51.172401,Polashenski et al. (2015)
NA,1879,77.05666,-51.333332,Polashenski et al. (2015)
NA,1880,77.05739,-52.422165,Polashenski et al. (2015)
NA,1881,77.04682,-53.545166,Polashenski et al. (2015)
NA,1882,77.041664,-54.516666,Polashenski et al. (2015)
NA,1883,77.07047,-55.729362,Polashenski et al. (2015)
NA,1884,77.08911,-56.860306,Polashenski et al. (2015)
NA,1885,77.09333,-57.818333,Polashenski et al. (2015)
NA,1886,76.927,-56.966,Polashenski et al. (2015)
NA,1887,76.917,-58.882999,Polashenski et al. (2015)
NA,1888,76.8999,-60.08139,Polashenski et al. (2015)
NA,1889,76.92,-62.0,Polashenski et al. (2015)
NA,1890,76.918335,-61.019085,Polashenski et al. (2015)
NA,1891,76.85892,-62.902084,Polashenski et al. (2015)
NA,1892,76.80109,-63.693611,Polashenski et al. (2015)
NA,1893,76.72,-64.899002,Polashenski et al. (2015)
NA,1894,76.594,-65.556,Polashenski et al. (2015)
NA,1895,69.731,-48.132999,Otosaka et al. (2020)
NA,1896,69.811,-47.509998,Otosaka et al. (2020)
NA,1897,69.851,-47.252998,Otosaka et al. (2020)
NA,1898,69.852,-47.255001,Otosaka et al. (2020b)
NA,1899,70.02,-46.306,Otosaka et al. (2020b)
NA,1900,70.176,-45.345001,Otosaka et al. (2020b)
NA,1901,70.4698,-43.563499,Otosaka et al. (2020b)
NA,1902,70.85,-40.5,Otosaka et al. (2020b)
NA,1903,71.079,-37.919998,Otosaka et al. (2020b)
NA,1904,66.98418,-45.753159,Graeter et al. (2018)
NA,1905,66.98418,-45.753159,Graeter et al. (2018)
NA,1906,67.4994,-44.999489,Graeter et al. (2018)
NA,1907,67.4994,-44.999489,Graeter et al. (2018)
NA,1908,67.83056,-45.093613,Graeter et al. (2018)
NA,1909,67.83056,-45.093613,Graeter et al. (2018)
NA,1910,68.41889,-44.911388,Graeter et al. (2018)
NA,1911,68.41889,-44.911388,Graeter et al. (2018)
NA,1912,68.99949,-44.999722,Graeter et al. (2018)
NA,1913,68.99949,-44.999722,Graeter et al. (2018)
NA,1914,69.571945,-45.345833,Graeter et al. (2018)
NA,1915,69.571945,-45.345833,Graeter et al. (2018)
NA,1916,70.3025,-44.564445,Graeter et al. (2018)
NA,1917,70.3025,-44.564445,Graeter et al. (2018)
NA,1918,70.55949,-46.730579,Lewis et al. (2019)
NA,1919,70.55949,-46.730579,Lewis et al. (2019)
NA,1920,71.04297,-47.22385,Lewis et al. (2019)
NA,1921,71.04297,-47.22385,Lewis et al. (2019)
NA,1922,71.92585,-47.486465,Lewis et al. (2019)
NA,1923,71.92585,-47.486465,Lewis et al. (2019)
NA,1924,72.19965,-49.40033,Lewis et al. (2019)
NA,1925,72.19965,-49.40033,Lewis et al. (2019)
NA,1926,72.53529,-50.016655,Lewis et al. (2019)
NA,1927,72.53529,-50.016655,Lewis et al. (2019)
NA,1928,73.009766,-50.131401,Lewis et al. (2019)
NA,1929,73.009766,-50.131401,Lewis et al. (2019)
NA,1930,73.83057,-49.478359,Lewis et al. (2019)
NA,1931,73.83057,-49.478359,Lewis et al. (2019)
NA,1932,73.592735,-47.197151,Lewis et al. (2019)
NA,1933,73.592735,-47.197151,Lewis et al. (2019)
NA,1934,72.99924,-44.9967,Lewis et al. (2019)
NA,1935,72.99924,-44.9967,Lewis et al. (2019)
NA,1936,69.662,-52.733002,Sarah et al. (2018)
NA,1939,68.892,-43.502499,Trusel et al. (2018)
NA,1945,66.527397,-46.886639,Rennermalm et al. (2021)
NA,1946,66.864952,-46.265141,Rennermalm et al. (2021)
NA,1947,66.864952,-46.265141,Rennermalm et al. (2021)
NA,1948,66.478035,-46.287125,Rennermalm et al. (2021)
NA,1949,66.535118,-45.959187,Rennermalm et al. (2021)
NA,1950,66.985405,-44.395081,Rennermalm et al. (2021)
NA,1951,67.00043,-47.02871,Rennermalm et al. (2021)
NA,1952,66.98269,-45.04649,Rennermalm et al. (2021)
NA,1953,66.47787,-46.28674,Rennermalm et al. (2021)
NA,1954,66.47807,-46.2872,Rennermalm et al. (2021)
NA,1955,66.47807,-46.28716,Rennermalm et al. (2021)
NA,1956,66.47802,-46.2869,Rennermalm et al. (2021)
NA,1957,66.47799,-46.28674,Rennermalm et al. (2021)
NA,1958,66.478045,-46.288701,Rennermalm et al. (2021)
NA,1959,66.999971,-47.029809,Rennermalm et al. (2021)
NA,1960,66.978094,-46.628066,Rennermalm et al. (2021)
NA,1961,66.982869,-46.119594,Rennermalm et al. (2021)
NA,1962,66.984802,-45.754233,Rennermalm et al. (2021)
NA,1963,66.984442,-45.754426,Rennermalm et al. (2021)
NA,1964,66.526713,-46.947493,Rennermalm et al. (2021)
NA,1965,66.54686,-47.0239,Rennermalm et al. (2021)
NA,1966,66.553826,-47.067409,Rennermalm et al. (2021)
NA,1967,66.54686,-47.0239,Rennermalm et al. (2021)
NA,1968,66.560024,-47.105702,Rennermalm et al. (2021)
NA,1969,78.086197,-69.829644,Niwano et al. (2020)
NA,1970,78.088569,-68.749694,Niwano et al. (2020)
NA,1971,78.051881,-67.6279,Niwano et al. (2020)
NA,1972,78.105056,-68.957969,Niwano et al. (2020)
BPRC_1993,2000,65.29296,-45.833734,BPRC 1993 in Jezek (2012)
Carrefour 1967,2001,69.82361,-47.4325,Ambach 1970
T15 1959,2002,70.303,-44.57,Renaud et al. (1959)
ngt19C.0_B19,2012,78.0,-36.23,NGT: Wilhelms (1996)
L1 (1001),2013,65.387732,-46.326297,van der Veen et al. (2001)
L2 (12.18),2014,65.387634,-46.327013,van der Veen et al. (2001)
L5 (15.12),2015,65.387634,-46.327013,van der Veen et al. (2001)
U3 (2003),2016,64.93288,-44.403215,van der Veen et al. (2001)
U4 (2004),2017,64.981511,-45.973455,van der Veen et al. (2001)
U6 (2006),2018,65.293002,-44.16584,van der Veen et al. (2001)
U7 (2007),2019,65.246864,-44.591006,van der Veen et al. (2001)
1D (3001),2020,64.849801,-43.346763,van der Veen et al. (2001)
8D (3008),2021,64.849801,-43.346763,van der Veen et al. (2001)
Site 13,2022,72.886408,-38.843167,van der Veen et al. (2001)
Site 15,2023,72.981275,-36.295504,van der Veen et al. (2001)
Site 31,2024,72.348598,-39.786216,van der Veen et al. (2001)
Site 37,2025,72.640859,-34.055001,van der Veen et al. (2001)
Summit,2026,72.293946,-36.078176,van der Veen et al. (2001)
Site 51,2027,71.926615,-38.164637,van der Veen et al. (2001)
Site 57,2028,71.920504,-34.040129,van der Veen et al. (2001)
Site 571,2029,72.212042,-34.331701,van der Veen et al. (2001)
Site 73,2030,71.602189,-37.864478,van der Veen et al. (2001)
Tunu-N_PIT_E25,2031,78.0,-32.927,GEUS snow and firn data (2023)
Tunu-N_PIT_E50,2032,77.978,-31.863,GEUS snow and firn data (2023)
Tunu-N_PIT_N25,2033,78.33,-33.888,GEUS snow and firn data (2023)
Tunu-N_PIT_N50,2034,78.464,-33.841,GEUS snow and firn data (2023)
Tunu-N_PIT_S,2035,77.959,-34.013,GEUS snow and firn data (2023)
Tunu-N_PIT_W25,2036,78.03,-35.064,GEUS snow and firn data (2023)
Tunu-N_PIT_W50,2037,78.039,-36.136,GEUS snow and firn data (2023)
Tunu-N_PIT_T-1,2038,78.017,-33.994,GEUS snow and firn data (2023)
GC-Net_Swiss Camp,2039,69.569,-49.3131,GEUS snow and firn data (2023)
GC-Net_NASA-SE,2040,66.479,-42.5,GEUS snow and firn data (2023)
GC-Net_Saddle,2041,66.001,-44.501,GEUS snow and firn data (2023)
APO_Quadra mining,2042,71.9621,-24.2298,GEUS snow and firn data (2023)
APO_Stake 1,2043,74.619,-21.365,GEUS snow and firn data (2023)
APO_Stake 4,2044,74.632,-21.4,GEUS snow and firn data (2023)
APO_Stake 5,2045,74.639,-21.428,GEUS snow and firn data (2023)
APO_Stake 9,2046,74.654,-21.51,GEUS snow and firn data (2023)
APO_Stake 12,2047,74.662,-21.595,GEUS snow and firn data (2023)
GC-Net_Petermann,2048,80.0839,-58.0672,GEUS snow and firn data (2023)
GC-Net_GITS,2049,77.143,-61.095,GEUS snow and firn data (2023)
GC-Net_Humbolt,2050,78.527,-56.831,GEUS snow and firn data (2023)
